DATASOURCE,CREATIONUS,DATECREATE,DATEMODIFI,LASTUSER,BUILDINGID,BUILDINGNO,COMPOUNDNA,ARABICNAME,ENGLISHNAM,NOOFFLOOR,HEIGHT,CONSTRUCTI,DESCRIPTIO,DRAWINGNO,BRANCHES,BuildingAr,ORIG_FID,Shape_X,Shape_Y
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,120,D-120,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBIII-A200,السليمانية,351,12956,39.259194898916746,21.492670357739378
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,121,D-121,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBIII-A200,السليمانية,355,12957,39.259316741865184,21.492748103252438
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,1,E-001,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBII-A200,السليمانية,355,12958,39.255053136057128,21.492853530874878
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,3,E-003,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBI-A200,السليمانية,351,12959,39.254765274485834,21.492888923039814
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,4,E-004,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBI-A200,السليمانية,355,12960,39.254619087075348,21.492906919628741
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,93,D-093,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBIII-A200,السليمانية,355,12961,39.258145564191182,21.493147350664561
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,94,D-094,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBIII-A200,السليمانية,351,12962,39.258267393449948,21.493225082504821
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,142,C-142,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBII-A200,السليمانية,355,12963,39.258043204033257,21.493706303304748
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,143,C-143,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBII-A200,السليمانية,351,12964,39.258164987384042,21.493784044316961
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,134,C-134,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBII-A200,السليمانية,351,12965,39.256791272960655,21.493810783522843
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,133,C-133,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBII-A200,السليمانية,355,12966,39.256645080987560,21.493828752982861
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,61,D-061,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HCI-A200,السليمانية,355,12967,39.259290048428220,21.493878059290534
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,60,D-060,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HCI-A200,السليمانية,351,12968,39.259411695251195,21.493955665878701
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,147,C-147,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HCI-A200,السليمانية,355,12969,39.258644093958615,21.494089642222711
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,127,C-127,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBII-A200,السليمانية,355,12970,39.257417608032704,21.494106259824676
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,126,C-126,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBII-A200,السليمانية,351,12971,39.257271411986402,21.494124229840200
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,123,C-123,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBIII-A200,السليمانية,351,12972,39.256842699574122,21.494176967453349
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,122,C-122,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBIII-A200,السليمانية,355,12973,39.256696509211402,21.494194958642261
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,57,D-057,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBII-A200,السليمانية,351,12974,39.259769064770282,21.494183554698825
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,56,D-056,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBII-A200,السليمانية,355,12975,39.259890907373226,21.494261308801402
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,97,C-097,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBI-A200,السليمانية,355,12976,39.257166383547052,21.494477846391359
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,1,D-001,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBIII-A200,السليمانية,355,12977,39.260357802672971,21.494559219248508
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,96,C-096,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBI-A200,السليمانية,351,12978,39.257083325367972,21.494591868271858
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,2,D-002,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBIII-A200,السليمانية,351,12979,39.260479638146677,21.494636956660923
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,95,C-095,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBII-A200,السليمانية,351,12980,39.257002823045042,21.494702357087903
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,94,C-094,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBII-A200,السليمانية,355,12981,39.256919739483088,21.494816362662135
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,98,B-098,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBII-A200,السليمانية,355,12982,39.260047239738086,21.494985344124526
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,99,B-099,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBII-A200,السليمانية,351,12983,39.260169027056179,21.495063036657569
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,76,C-076,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBIII-A200,السليمانية,355,12984,39.256418181203962,21.495215208516100
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,77,C-077,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBIII-A200,السليمانية,351,12985,39.256540024834635,21.495292956023963
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,104,B-104,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HCI-A200,السليمانية,351,12986,39.260765752665044,21.495443656529801
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,105,B-105,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HCI-A200,السليمانية,355,12987,39.260887430673264,21.495521341470965
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,74,C-074,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HCI-A200,السليمانية,351,12988,39.256998603608153,21.496100469102398
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,147,B-147,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HCI-A200,السليمانية,355,12989,39.257841004270070,21.496123428456439
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,75,C-075,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HCI-A200,السليمانية,355,12990,39.257120359371527,21.496178162094846
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,146,B-146,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HCI-A200,السليمانية,351,12991,39.257962675409097,21.496201048681073
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,6,C-006,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBIII-A200,السليمانية,355,12992,39.254456017266868,21.496324248755965
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,5,C-005,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBIII-A200,السليمانية,351,12993,39.254577851134599,21.496401990472375
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,2,C-002,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBII-A200,السليمانية,351,12994,39.254935103603238,21.496629999984982
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,1,C-001,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBII-A200,السليمانية,355,12995,39.255056912911755,21.496707761259518
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,78,A-078,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBII-A200,السليمانية,355,12996,39.254281958034660,21.496837449899360
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,77,A-077,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBII-A200,السليمانية,351,12997,39.254403769103085,21.496915209839969
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,21,C-021,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBIII-A200,السليمانية,355,12998,39.255481576284105,21.496978794564040
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,49,B-049,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBI-A200,السليمانية,355,12999,39.259259512484498,21.497028578038961
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,22,C-022,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBIII-A200,السليمانية,351,13000,39.255603407375503,21.497056535521597
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,50,B-050,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBI-A200,السليمانية,351,13001,39.259381345586995,21.497106312606508
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,73,A-073,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBII-A200,السليمانية,355,13002,39.255188524284598,21.497416045570144
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,82,A-082,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBII-A200,السليمانية,355,13003,39.254550733889118,21.497491592071849
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,72,A-072,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBII-A200,السليمانية,351,13004,39.255310334391105,21.497493810258813
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,71,A-071,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBI-A200,السليمانية,351,13005,39.255428346232648,21.497569128551689
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,81,A-081,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBII-A200,السليمانية,351,13006,39.254526186194404,21.497627666610700
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,48,B-048,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HCI-A200,السليمانية,355,13007,39.259365111246872,21.497610769959515
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,70,A-070,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBI-A200,السليمانية,355,13008,39.255550181649824,21.497646867725052
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,80,A-080,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBI-A200,السليمانية,351,13009,39.254502415066263,21.497759535048814
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,110,B-110,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HCI-A200,السليمانية,355,13010,39.256666605036813,21.497735262778001
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,109,B-109,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HCI-A200,السليمانية,351,13011,39.256788373585131,21.497812957774620
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,79,A-079,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBI-A200,السليمانية,355,13012,39.254477898187446,21.497895614951062
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,84,A-084,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBII-A200,السليمانية,351,13013,39.254073124535779,21.497920855164509
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,83,A-083,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBII-A200,السليمانية,355,13014,39.254048578259429,21.498056929628373
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,47,A-047,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBII-A200,السليمانية,355,13015,39.256613605383350,21.498325564171960
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,1,B-001,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBIII-A200,السليمانية,355,13016,39.257606720158371,21.498335091005284
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,46,A-046,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBII-A200,السليمانية,351,13017,39.256735422784374,21.498403324175115
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,2,B-002,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBIII-A200,السليمانية,351,13018,39.257728572829649,21.498412842997176
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,45,A-045,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBI-A200,السليمانية,351,13019,39.256853478613444,21.498478668478260
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,44,A-044,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBI-A200,السليمانية,355,13020,39.256975311677152,21.498556406594719
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,1,A-001,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBII-A200,السليمانية,355,13021,39.257414242047339,21.498836536495297
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,2,A-002,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBII-A200,السليمانية,351,13022,39.257535994636854,21.498914290581556
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,26,A-026,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBI-A200,السليمانية,355,13023,39.257037625857656,21.499212211810917
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,27,A-027,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBI-A200,السليمانية,351,13024,39.256913706326920,21.499287008434369
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,109,A-109,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBII-A200,السليمانية,351,13025,39.253825263316337,21.499331539917172
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,24,A-024,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBI-A200,السليمانية,352,13026,39.257416461036080,21.499298804034925
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,28,A-028,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBII-A200,السليمانية,351,13027,39.256793613436002,21.499359475269841
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,23,A-023,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBI-A200,السليمانية,355,13028,39.257538436598672,21.499376861345866
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,108,A-108,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HBII-A200,السليمانية,355,13029,39.253800732043530,21.499467619723816
